artist_key,canonical_name,normalized_name,aliases,country_signals,genre_signals,source_ids,confidence_score,confidence_tier,inclusion_reasons,notes
8a38305d-a6e8-4b57-b9aa-a8ca7a55484c,Saúl Martínez García,saul martinez garcia,Saúl Martínez García,Mexico,traditional folk music,"[{""source"": ""wikidata"", ""id"": ""Q22958709""}]",2,medium,mexico_signal,
defc2321-db4d-4340-982f-9e1bc71c1f50,Camila Cabello,camila cabello,Camila Cabello,Mexico,Gothic pop|Latin pop|contemporary R&B|pop music,"[{""source"": ""wikidata"", ""id"": ""Q18810940""}]",2,medium,mexico_signal,
2a0210ea-1c1b-4729-b209-63dd01d36ed2,Alfredo Ríos Galeana,alfredo rios galeana,Alfredo Ríos Galeana,Mexico,ranchera,"[{""source"": ""wikidata"", ""id"": ""Q28501361""}]",3,medium,mexico_signal|regional_genre_signal,
c98fed99-5bed-4418-a7df-be6a3c7207fd,Diego Salas,diego salas,Diego Salas,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q18526228""}]",2,medium,mexico_signal,
67ec1ea9-fa02-40d3-b6c8-3932aeb30672,José Luis González,jose luis gonzalez,José Luis González,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q21598166""}]",2,medium,mexico_signal,
430a8dc4-1e30-4674-a0b8-bee8ed6e93ed,Marcelo García,marcelo garcia,Marcelo García,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q24581389""}]",2,medium,mexico_signal,
6e79784f-3079-4276-bd99-163c15be0953,Cristina Ortega,cristina ortega,Cristina Ortega,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q18419185""}]",2,medium,mexico_signal,
26e4e4c7-4c42-46f4-bc3d-b86bca27d594,Óscar Medina,oscar medina,Óscar Medina,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17624089""}]",2,medium,mexico_signal,
368647df-f695-416a-9b4c-42d7d1800120,Santiago Sánchez,santiago sanchez,Santiago Sánchez,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q28202980""}]",2,medium,mexico_signal,
3e6ee851-6c70-4d81-bccb-b4b1f173e02c,Ely Bruna,ely bruna,Ely Bruna,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q16551781""}]",2,medium,mexico_signal,
5388eff3-b550-4850-8a7d-f7fde24d8335,Corazón de Jesús Borras Moreno,corazon de jesus borras moreno,Corazón de Jesús Borras Moreno,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q16553020""}]",2,medium,mexico_signal,
e55b953b-3c31-4957-ac51-18ddac49afe2,Sesan,sesan,Sesan,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q21674780""}]",2,medium,mexico_signal,
c649c682-d0f9-4c56-8c98-b291c608263f,Jessica Garza,jessica garza,Jessica Garza,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17386118""}]",2,medium,mexico_signal,
36b40045-9d51-4fa4-8691-7e1ec8e5d4ec,Isaías Lucero,isaias lucero,Isaías Lucero,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17411265""}]",2,medium,mexico_signal,
4e9dddba-fb22-4f38-9ba6-0e29fbe36640,Miguel Balboa,miguel balboa,Miguel Balboa,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17622435""}]",2,medium,mexico_signal,
bdb2dc5b-5f5b-4602-a150-4d36c769844c,Patricia Zepeda,patricia zepeda,Patricia Zepeda,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17624678""}]",2,medium,mexico_signal,
f3e83c57-a637-468e-b933-03a46c5fcd1f,Jorge Clemente López Martinez,jorge clemente lopez martinez,Jorge Clemente López Martinez,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17635431""}]",2,medium,mexico_signal,
e07cfac4-b7e7-4d72-ae78-c3938ac14ada,Antonio Camilo Bautista Jariz,antonio camilo bautista jariz,Antonio Camilo Bautista Jariz,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17987362""}]",2,medium,mexico_signal,
fc21f56f-1dfd-4668-8900-9564c512b429,Narciso Lico Carrillo,narciso lico carrillo,Narciso Lico Carrillo,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q17987456""}]",2,medium,mexico_signal,
3ceff0a9-dfd7-4f58-88f3-ba9ea0d0188d,Ale Muller,ale muller,Ale Muller,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q18416280""}]",2,medium,mexico_signal,
68b3c64b-d808-4339-8e1b-3b41b9ca85fe,Ignacio Triujeque,ignacio triujeque,Ignacio Triujeque,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q18418393""}]",2,medium,mexico_signal,
2a6bc7f1-008b-4252-9ef9-c739a9aa37cf,Diana Mariscal,diana mariscal,Diana Mariscal,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q18649806""}]",2,medium,mexico_signal,
5a78ee90-6bc3-4ace-aa15-c8bcb3b30a3e,Fernanda Urdapilleta,fernanda urdapilleta,Fernanda Urdapilleta,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q18710255""}]",2,medium,mexico_signal,
d9c5704b-8ee0-422d-92b5-98aab3584f25,Chucho Navarro Jr,chucho navarro jr,Chucho Navarro Jr,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q19122343""}]",2,medium,mexico_signal,
b17a8da4-def0-45ba-9e1a-caac4d6a3c34,Jade Fraser,jade fraser,Jade Fraser,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q19414407""}]",2,medium,mexico_signal,
881fd138-be24-4a3d-91ee-ea1388904fdb,"Mónica Reséndiz ""La Reina Andina""",monica resendiz la reina andina,"Mónica Reséndiz ""La Reina Andina""",Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q19493995""}]",2,medium,mexico_signal,
82e2f6ad-eb32-4f4a-a7b1-665dc5d9f9ae,Iraida Noriega,iraida noriega,Iraida Noriega,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q20015885""}]",2,medium,mexico_signal,
9c9b2311-6cc5-476e-a8fb-be183038176f,Alondra Santos,alondra santos,Alondra Santos,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q20016581""}]",2,medium,mexico_signal,
3047ca5d-16da-434c-86fa-8eaecd9be106,Jaime Almeida,jaime almeida,Jaime Almeida,Mexico,,"[{""source"": ""wikidata"", ""id"": ""Q20018181""}]",2,medium,mexico_signal,
